"row ID","Map","Team A Rounds","Team B Rounds","Kills","Assists","Deaths","Mvp's","Points","Result"
"Row0","Mirage",16,13,17,2,21,2,45,"Win"
"Row1","Mirage",16,11,13,4,24,2,40,"Lost"
"Row2","Mirage",16,14,15,3,18,3,37,"Win"
"Row3","Mirage",11,16,12,2,15,2,30,"Lost"
"Row4","Mirage",15,15,33,5,20,5,83,"Tie"
"Row5","Mirage",16,4,13,2,17,1,34,"Lost"
"Row6","Dust II",16,14,19,5,24,2,52,"Lost"
"Row7","Mirage",16,14,17,1,25,0,37,"Lost"
"Row8","Mirage",16,8,25,10,12,4,70,"Win"
"Row9","Mirage",6,16,13,1,17,0,31,"Lost"
"Row10","Dust II",5,16,17,4,12,3,44,"Win"
"Row11","Cache",6,16,15,1,12,3,36,"Win"
"Row12","Cache",16,11,8,2,18,0,22,"Lost"
"Row13","Mirage",13,16,26,6,20,6,71,"Lost"
"Row14","Cache",12,16,13,5,22,1,35,"Win"
"Row15","Dust II",10,16,17,4,19,3,43,"Win"
"Row16","Dust II",3,16,14,4,12,3,36,"Win"
"Row17","Mirage",4,16,15,7,13,3,43,"Win"
"Row18","Dust II",16,2,13,2,8,1,30,"Win"
"Row19","Dust II",16,7,15,3,20,1,43,"Lost"
"Row20","Cache",5,16,16,5,12,3,42,"Win"
"Row21","Mirage",8,16,19,6,15,2,45,"Win"
"Row22","Cache",16,14,11,5,21,4,44,"Lost"
"Row23","Mirage",16,3,22,2,7,5,47,"Win"
"Row24","Mirage",9,16,10,2,22,2,26,"Lost"
"Row25","Mirage",16,13,21,6,18,3,56,"Win"
"Row26","Mirage",2,16,12,7,11,2,35,"Win"
"Row27","Mirage",10,16,15,6,12,0,39,"Win"
"Row28","Mirage",15,15,25,1,20,2,56,"Tie"
"Row29","Mirage",16,13,27,5,20,3,65,"Win"
"Row30","Mirage",6,16,13,2,17,0,28,"Lost"
"Row31","Cache",5,16,16,2,10,2,41,"Win"
"Row32","Mirage",9,16,11,1,18,2,25,"Lost"
"Row33","Cache",16,11,12,5,23,3,43,"Lost"
"Row34","Mirage",2,16,14,3,15,1,31,"Lost"
"Row35","Mirage",16,2,11,2,10,1,24,"Win"
"Row36","Mirage",12,16,13,3,18,1,30,"Lost"
"Row37","Mirage",3,16,24,3,6,6,64,"Win"
"Row38","Mirage",15,15,27,3,21,1,64,"Tie"
"Row39","Cache",13,16,23,3,7,6,54,"Win"
"Row40","Mirage",16,2,6,1,14,0,15,"Lost"
"Row41","Mirage",16,14,6,5,14,1,17,"Win"
"Row42","Mirage",16,11,10,8,13,1,32,"Lost"
"Row43","Mirage",16,0,12,1,4,3,31,"Win"
"Row44","Mirage",16,9,10,6,19,1,26,"Lost"
"Row45","Mirage",13,16,23,8,18,3,60,"Win"
"Row46","Mirage",16,5,16,2,9,3,36,"Win"
"Row47","Mirage",2,14,1,1,8,0,3,"Lost"
"Row48","Mirage",6,16,22,1,10,6,55,"Win"
"Row49","Mirage",7,16,18,5,16,1,41,"Win"
"Row50","Mirage",16,8,17,4,19,2,46,"Lost"
"Row51","Cache",14,16,13,5,16,2,36,"Lost"
"Row52","Mirage",11,16,15,8,13,4,44,"Win"
"Row53","Cache",15,15,12,7,20,2,41,"Tie"
"Row54","Mirage",3,16,7,4,16,0,21,"Lost"
"Row55","Dust II",14,16,10,6,20,0,27,"Lost"
"Row56","Dust II",6,16,19,3,12,5,48,"Win"
"Row57","Mirage",16,12,18,4,19,2,48,"Lost"
"Row58","Cache",16,14,16,4,14,1,48,"Win"
"Row59","Mirage",9,16,9,2,18,0,22,"Lost"
"Row60","Dust II",6,16,5,5,20,0,16,"Lost"
"Row61","Mirage",8,16,15,7,22,0,39,"Lost"
"Row62","Cache",16,13,14,11,22,3,52,"Win"
"Row63","Mirage",10,16,25,5,16,4,70,"Win"
"Row64","Mirage",6,16,14,3,14,1,31,"Lost"
"Row65","Mirage",9,16,28,5,12,7,70,"Win"
"Row66","Mirage",16,6,11,6,17,1,33,"Lost"
"Row67","Mirage",16,8,10,6,23,0,26,"Lost"
"Row68","Mirage",16,5,10,5,17,1,26,"Lost"
"Row69","Mirage",0,11,10,1,4,4,28,"Win"
"Row70","Mirage",9,16,25,0,19,4,53,"Lost"
"Row71","Mirage",15,15,15,5,27,3,48,"Tie"
"Row72","Mirage",15,15,22,4,21,4,51,"Tie"
"Row73","Mirage",8,16,8,1,11,3,24,"Win"
"Row74","Cache",2,16,10,1,13,0,21,"Lost"
"Row75","Mirage",16,7,16,8,18,1,48,"Lost"
"Row76","Mirage",16,5,8,2,18,2,22,"Lost"
"Row77","Mirage",16,10,19,5,14,4,49,"Win"
"Row78","Mirage",15,15,36,5,17,4,89,"Tie"
"Row79","Mirage",7,3,7,1,5,2,15,"Win"
"Row80","Mirage",14,1,10,1,10,1,22,"Win"
"Row81","Mirage",14,16,22,6,21,2,56,"Lost"
"Row82","Mirage",16,11,17,6,20,3,46,"Win"
"Row83","Mirage",16,10,16,3,19,3,46,"Lost"
"Row84","Mirage",16,12,14,8,20,2,42,"Lost"
"Row85","Dust II",16,6,11,5,15,2,29,"Win"
"Row86","Dust II",16,4,19,4,10,2,42,"Win"
"Row87","Mirage",5,16,18,6,13,4,47,"Win"
"Row88","Cache",14,16,36,5,21,7,89,"Lost"
"Row89","Dust II",15,15,25,3,15,3,64,"Tie"
"Row90","Dust II",16,4,22,9,9,7,53,"Win"
"Row91","Dust II",15,15,20,5,23,3,53,"Tie"
"Row92","Dust II",2,16,15,4,11,0,37,"Win"
"Row93","Cache",10,16,15,8,22,2,42,"Lost"
"Row94","Cache",6,16,13,5,15,1,31,"Lost"
"Row95","Overpass",16,9,7,4,15,0,19,"Lost"
"Row96","Dust II",16,12,22,6,20,1,54,"Lost"
"Row97","Mirage",5,16,14,7,14,2,37,"Win"
"Row98","Dust II",8,1,0,1,3,0,1,"Lost"
"Row99","Dust II",16,10,1,0,4,0,2,"Lost"
"Row100","Mirage",12,1,18,2,3,2,39,"Win"
"Row101","Mirage",11,6,10,3,11,1,30,"Lost"
"Row102","Mirage",16,12,8,9,21,0,32,"Lost"
"Row103","Mirage",16,12,15,4,18,3,45,"Lost"
"Row104","Mirage",5,16,9,3,14,0,23,"Lost"
"Row105","Mirage",16,9,11,4,21,1,37,"Lost"
"Row106","Mirage",16,7,9,2,21,2,24,"Lost"
"Row107","Mirage",11,16,19,6,22,2,46,"Lost"
"Row108","Dust II",10,16,23,5,19,2,67,"Lost"
"Row109","Dust II",14,16,14,5,19,2,37,"Lost"
"Row110","Mirage",16,7,10,9,15,1,31,"Win"
"Row111","Mirage",9,16,10,3,21,0,28,"Lost"
"Row112","Mirage",5,16,12,0,16,0,25,"Lost"
"Row113","Mirage",16,14,20,7,22,3,62,"Lost"
"Row114","Mirage",4,16,18,3,12,3,53,"Win"
"Row115","Mirage",16,10,24,4,13,4,60,"Win"
"Row116","Mirage",16,5,10,8,14,1,28,"Win"
"Row117","Mirage",16,7,16,7,18,2,45,"Lost"
"Row118","Mirage",12,16,23,8,23,2,65,"Win"
"Row119","Dust II",15,15,21,4,23,2,55,"Tie"
"Row120","Mirage",15,15,17,5,21,1,47,"Tie"
"Row121","Mirage",16,14,34,4,22,6,88,"Win"
"Row122","Mirage",16,10,16,7,20,1,41,"Lost"
"Row123","Cobblestone",16,3,20,2,8,3,46,"Win"
"Row124","Cache",16,3,9,2,17,1,24,"Lost"
"Row125","Mirage",12,16,18,13,19,4,51,"Win"
"Row126","Dust II",1,10,11,2,4,4,26,"Win"
"Row127","Dust II",16,9,9,6,17,2,26,"Lost"
"Row128","Dust II",11,16,23,2,17,3,52,"Win"
"Row129","Mirage",16,11,28,4,19,6,68,"Lost"
"Row130","Cobblestone",16,7,3,2,7,0,8,"Lost"
"Row131","Dust II",7,16,19,2,19,1,42,"Lost"
"Row132","Overpass",16,8,7,0,15,0,17,"Lost"
"Row133","Mirage",14,16,18,5,25,2,49,"Lost"
"Row134","Mirage",13,16,9,7,23,1,30,"Win"
"Row135","Mirage",11,16,11,12,18,1,40,"Win"
"Row136","Dust II",12,16,19,4,19,1,51,"Lost"
"Row137","Cache",11,16,25,6,18,2,62,"Lost"
"Row138","Dust II",16,7,15,7,13,2,37,"Win"
"Row139","Cache",11,16,14,6,16,1,39,"Win"
"Row140","Dust II",16,14,27,7,20,4,65,"Lost"
"Row141","Dust II",7,16,10,3,21,1,23,"Lost"
"Row142","Mirage",10,16,16,6,21,2,40,"Lost"
"Row143","Dust II",16,5,13,4,15,2,31,"Win"
"Row144","Dust II",12,16,12,4,24,2,30,"Lost"
"Row145","Cache",16,11,16,7,23,1,42,"Lost"
"Row146","Mirage",16,6,16,3,19,2,41,"Lost"
"Row147","Dust II",15,15,28,5,20,4,64,"Tie"
"Row148","Dust II",16,2,7,5,13,2,19,"Win"
"Row149","Mirage",5,16,5,3,14,0,13,"Lost"
"Row150","Dust II",14,16,19,7,23,4,48,"Lost"
"Row151","Mirage",16,3,5,1,16,1,17,"Lost"
"Row152","Dust II",7,16,16,4,15,2,36,"Win"
"Row153","Mirage",6,16,11,4,19,1,31,"Lost"
"Row154","Dust II",8,16,15,3,19,3,45,"Lost"
"Row155","Mirage",16,10,23,2,17,4,53,"Lost"
"Row156","Mirage",12,16,26,8,19,6,63,"Win"
"Row157","Dust II",16,4,10,0,17,0,22,"Lost"
"Row158","Dust II",13,16,22,4,22,3,55,"Lost"
"Row159","Mirage",16,6,17,6,12,3,54,"Win"
"Row160","Inferno",16,9,22,4,17,3,52,"Lost"
"Row161","Mirage",13,16,10,3,22,0,31,"Lost"
"Row162","Inferno",16,12,14,7,20,3,40,"Lost"
"Row163","Mirage",12,16,14,4,18,0,39,"Lost"
"Row164","Mirage",14,16,19,7,21,3,51,"Win"
"Row165","Mirage",13,16,14,6,24,4,37,"Lost"
"Row166","Dust II",13,16,17,2,22,1,41,"Win"
"Row167","Mirage",14,16,17,5,20,3,43,"Win"
"Row168","Mirage",9,16,25,10,13,5,69,"Win"
"Row169","Mirage",7,16,20,3,11,3,61,"Win"
"Row170","Inferno",16,11,14,2,21,4,39,"Lost"
"Row171","Mirage",16,6,22,3,13,5,54,"Win"
"Row172","Dust II",16,12,9,6,21,1,26,"Win"
"Row173","Mirage",15,15,25,3,20,4,58,"Tie"
"Row174","Mirage",16,3,12,5,9,2,29,"Win"
"Row175","Dust II",7,12,6,2,13,1,17,"Lost"
"Row176","Dust II",11,16,12,7,19,0,37,"Win"
"Row177","Dust II",15,15,15,1,23,4,33,"Tie"
"Row178","Mirage",15,15,17,12,26,1,50,"Tie"
"Row179","Dust II",16,11,15,3,21,1,37,"Lost"
"Row180","Mirage",16,13,26,3,14,2,68,"Win"
"Row181","Mirage",16,13,19,4,24,4,55,"Lost"
"Row182","Dust II",15,15,14,2,22,2,35,"Tie"
"Row183","Dust II",16,7,25,4,12,3,57,"Win"
"Row184","Mirage",15,15,12,2,22,1,29,"Tie"
"Row185","Cache",4,16,6,1,19,0,15,"Lost"
"Row186","Mirage",15,15,25,3,21,5,65,"Tie"
"Row187","Dust II",16,12,11,5,20,1,38,"Win"
"Row188","Dust II",10,2,5,1,7,1,13,"Win"
"Row189","Dust II",16,13,29,5,22,5,77,"Win"
"Row190","Dust II",16,14,24,3,20,3,60,"Win"
"Row191","Dust II",10,16,13,4,21,2,36,"Lost"
"Row192","Inferno",16,14,9,9,24,1,35,"Lost"
"Row193","Dust II",16,12,15,10,17,0,47,"Win"
"Row194","Dust II",16,7,13,5,19,2,40,"Lost"
"Row195","Dust II",15,15,20,7,23,3,50,"Tie"
"Row196","Dust II",15,15,27,6,21,3,69,"Tie"
"Row197","Mirage",5,16,19,4,12,4,51,"Win"
"Row198","Mirage",16,6,23,4,14,6,57,"Win"
"Row199","Mirage",15,15,19,5,22,4,56,"Tie"
"Row200","Cache",16,13,18,1,18,2,44,"Win"
"Row201","Dust II",16,9,11,2,22,0,27,"Lost"
"Row202","Mirage",7,16,11,4,14,1,30,"Win"
"Row203","Dust II",14,16,25,5,19,4,61,"Win"
"Row204","Dust II",16,6,11,3,20,1,25,"Lost"
"Row205","Dust II",16,5,10,2,14,0,24,"Lost"
"Row206","Mirage",16,9,2,1,8,0,5,"Lost"
"Row207","Dust II",7,16,14,0,17,2,28,"Win"
"Row208","Dust II",16,5,9,4,20,2,22,"Lost"
"Row209","Dust II",16,9,15,5,17,2,39,"Win"
"Row210","Dust II",12,16,22,7,17,4,60,"Win"
"Row211","Dust II",9,16,23,3,15,3,54,"Win"
"Row212","Dust II",16,11,17,1,16,1,41,"Win"
"Row213","Dust II",7,16,11,6,20,0,28,"Lost"
"Row214","Dust II",16,7,17,3,21,1,41,"Lost"
"Row215","Dust II",15,15,11,5,22,1,29,"Tie"
"Row216","Dust II",12,16,16,9,19,3,45,"Win"
"Row217","Dust II",16,7,9,4,16,0,24,"Win"
"Row218","Dust II",8,16,23,11,17,2,57,"Win"
"Row219","Mirage",16,8,13,4,20,0,33,"Lost"
"Row220","Dust II",12,16,15,4,22,0,41,"Lost"
"Row221","Dust II",4,16,6,0,11,0,12,"Lost"
"Row222","Dust II",12,16,14,5,22,2,38,"Lost"
"Row223","Dust II",10,16,29,5,17,6,75,"Win"
"Row224","Dust II",16,4,3,5,15,0,12,"Win"
"Row225","Dust II",16,10,21,3,19,2,47,"Lost"
"Row226","Dust II",16,13,21,8,26,2,57,"Lost"
"Row227","Dust II",16,10,24,5,20,5,62,"Lost"
"Row228","Mirage",16,13,22,7,20,5,61,"Win"
"Row229","Dust II",14,16,23,7,19,2,58,"Lost"
"Row230","Dust II",5,16,12,1,14,1,28,"Lost"
"Row231","Cache",16,11,19,5,17,0,46,"Win"
"Row232","Dust II",13,16,31,7,17,5,78,"Win"
"Row233","Cache",16,6,8,1,12,1,17,"Lost"
"Row234","Dust II",16,11,16,8,18,3,44,"Win"
"Row235","Dust II",8,16,24,1,16,2,52,"Lost"
"Row236","Mirage",16,10,26,2,20,3,72,"Lost"
"Row237","Dust II",10,16,12,6,18,2,31,"Win"
"Row238","Dust II",16,9,20,7,16,2,51,"Win"
"Row239","Dust II",16,13,4,2,7,1,10,"Win"
"Row240","Dust II",4,16,8,0,17,0,18,"Lost"
"Row241","Dust II",11,16,16,6,22,3,48,"Win"
"Row242","Mirage",13,16,22,7,23,2,59,"Lost"
"Row243","Mirage",16,9,4,5,21,0,19,"Lost"
"Row244","Dust II",5,16,19,4,13,5,52,"Win"
"Row245","Dust II",11,16,17,2,20,3,48,"Lost"
"Row246","Dust II",9,16,11,2,18,2,26,"Lost"
"Row247","Dust II",16,9,14,7,18,3,45,"Win"
"Row248","Mirage",16,13,16,4,25,4,50,"Lost"
"Row249","Dust II",10,16,5,3,24,0,13,"Lost"
"Row250","Dust II",13,16,9,5,20,2,29,"Lost"
"Row251","Dust II",16,10,11,5,21,2,34,"Lost"
"Row252","Dust II",16,14,15,3,18,3,46,"Win"
"Row253","Dust II",16,11,15,3,17,1,36,"Win"
"Row254","Mirage",16,10,16,1,15,3,45,"Win"
"Row255","Mirage",10,16,12,8,20,2,38,"Lost"
"Row256","Dust II",14,16,17,2,20,3,52,"Win"
"Row257","Mirage",6,16,15,2,11,2,38,"Win"
"Row258","Mirage",16,11,20,3,18,2,47,"Lost"
"Row259","Dust II",2,16,4,2,16,0,10,"Lost"
"Row260","Dust II",16,8,18,3,12,4,45,"Win"
"Row261","Dust II",12,16,13,1,15,3,31,"Lost"
"Row262","Mirage",16,4,18,0,8,2,36,"Win"
"Row263","Dust II",16,12,15,3,21,3,39,"Lost"
"Row264","Dust II",15,15,4,2,22,2,17,"Tie"
"Row265","Dust II",16,13,23,7,21,5,67,"Lost"
"Row266","Dust II",9,16,9,1,23,0,23,"Lost"
"Row267","Dust II",11,16,17,1,15,0,37,"Lost"
"Row268","Dust II",16,14,11,6,22,1,35,"Lost"
"Row269","Dust II",4,16,7,3,17,0,22,"Lost"
"Row270","Mirage",7,16,18,5,12,3,58,"Win"
"Row271","Dust II",9,16,12,5,21,0,36,"Lost"
"Row272","Dust II",5,16,12,7,13,2,33,"Win"
"Row273","Dust II",16,10,18,2,20,2,42,"Lost"
"Row274","Dust II",16,14,20,5,22,3,55,"Lost"
"Row275","Dust II",16,13,21,3,21,2,51,"Lost"
"Row276","Dust II",16,6,7,1,13,1,19,"Win"
"Row277","Dust II",16,9,19,4,15,1,48,"Win"
"Row278","Dust II",12,16,19,4,21,3,49,"Lost"
"Row279","Dust II",7,16,19,6,14,4,55,"Win"
"Row280","Dust II",16,8,15,9,21,1,44,"Lost"
"Row281","Dust II",10,16,19,2,17,4,45,"Win"
"Row282","Dust II",13,16,18,8,20,4,51,"Win"
"Row283","Mirage",16,12,14,1,19,2,35,"Lost"
"Row284","Mirage",16,10,12,6,21,2,38,"Lost"
"Row285","Mirage",2,16,6,2,14,1,14,"Lost"
"Row286","Dust II",16,10,12,3,14,3,34,"Win"
"Row287","Dust II",15,15,20,4,22,2,48,"Tie"
"Row288","Dust II",16,11,15,7,22,1,37,"Lost"
"Row289","Dust II",9,16,21,3,11,7,58,"Win"
"Row290","Dust II",15,15,5,2,10,0,13,"Tie"
"Row291","Dust II",15,15,18,5,20,4,54,"Tie"
"Row292","Dust II",10,16,22,4,20,3,51,"Lost"
"Row293","Dust II",7,16,11,10,11,0,36,"Win"
"Row294","Mirage",13,16,15,5,22,1,46,"Lost"
"Row295","Mirage",9,16,18,4,19,4,51,"Lost"
"Row296","Dust II",16,7,18,6,17,1,48,"Lost"
"Row297","Dust II",16,13,21,10,20,3,58,"Win"
"Row298","Dust II",16,12,18,2,21,2,44,"Lost"
"Row299","Dust II",14,16,14,6,21,2,37,"Lost"
"Row300","Mirage",16,7,13,4,17,1,36,"Win"
"Row301","Dust II",10,16,17,5,18,4,43,"Win"
"Row302","Dust II",16,8,22,4,11,4,61,"Win"
"Row303","Dust II",6,16,5,2,17,0,16,"Lost"
"Row304","Dust II",9,16,17,4,21,1,41,"Lost"
"Row305","Dust II",16,10,6,4,19,1,19,"Lost"
"Row306","Dust II",16,6,12,6,15,0,31,"Win"
"Row307","Dust II",4,16,7,0,14,0,14,"Lost"
"Row308","Dust II",16,12,12,7,18,0,37,"Win"
"Row309","Inferno",1,16,7,6,9,2,27,"Win"
"Row310","Dust II",2,16,14,3,6,2,38,"Win"
"Row311","Dust II",16,3,0,0,3,0,1,"Lost"
"Row312","Dust II",16,12,26,7,19,5,67,"Win"
"Row313","Dust II",5,16,18,1,18,1,37,"Lost"
"Row314","Dust II",15,15,17,2,20,1,39,"Tie"
"Row315","Dust II",8,16,6,3,9,1,16,"Lost"
"Row316","Dust II",16,1,13,0,15,1,26,"Lost"
"Row317","Dust II",7,16,13,3,12,3,32,"Win"
"Row318","Mirage",16,13,4,1,9,1,9,"Lost"
"Row319","Dust II",7,16,15,3,12,1,35,"Win"
"Row320","Dust II",9,16,15,2,17,1,32,"Lost"
"Row321","Dust II",16,13,13,8,19,0,42,"Win"
"Row322","Dust II",2,16,7,3,12,0,20,"Lost"
"Row323","Dust II",16,7,1,0,7,0,2,"Lost"
"Row324","Dust II",16,9,14,7,17,1,42,"Win"
"Row325","Dust II",16,9,16,1,17,0,37,"Lost"
"Row326","Dust II",16,8,14,2,17,1,38,"Lost"
"Row327","Dust II",16,12,13,5,22,0,37,"Lost"
"Row328","Dust II",7,16,8,3,16,1,23,"Win"
"Row329","Dust II",16,11,13,6,18,0,36,"Win"
"Row330","Mirage",16,9,5,2,11,0,16,"Lost"
"Row331","Mirage",14,16,13,4,21,2,35,"Lost"
"Row332","Dust II",16,9,22,6,13,5,58,"Win"
"Row333","Dust II",16,7,6,8,21,0,20,"Lost"
"Row334","Mirage",15,4,15,4,10,2,40,"Win"
"Row335","Dust II",11,16,13,4,15,1,33,"Win"
"Row336","Dust II",16,14,12,6,21,2,32,"Lost"
"Row337","Dust II",6,16,12,3,12,1,31,"Win"
"Row338","Dust II",7,16,14,4,14,0,35,"Win"
"Row339","Dust II",12,16,13,3,22,0,31,"Lost"
"Row340","Dust II",9,16,25,5,13,5,70,"Win"
"Row341","Dust II",8,16,0,0,5,0,2,"Win"
"Row342","Dust II",15,15,14,4,24,0,39,"Tie"
"Row343","Dust II",3,16,9,0,17,1,18,"Lost"
"Row344","Dust II",14,16,21,9,24,6,62,"Win"
"Row345","Cache",14,16,26,4,16,4,62,"Win"
"Row346","Mirage",15,15,20,7,24,1,52,"Tie"
"Row347","Mirage",16,8,12,7,19,2,41,"Lost"
"Row348","Mirage",15,15,16,6,18,2,40,"Tie"
"Row349","Dust II",16,9,20,4,21,2,44,"Lost"
"Row350","Cache",16,12,19,3,18,3,54,"Win"
"Row351","Inferno",16,4,2,1,2,1,5,"Lost"
"Row352","Dust II",11,16,13,5,18,3,42,"Win"
"Row353","Dust II",2,16,7,2,14,0,18,"Lost"
"Row354","Mirage",9,16,17,4,10,3,47,"Win"
"Row355","Dust II",16,5,9,7,19,1,33,"Lost"
"Row356","Dust II",3,16,19,3,10,2,46,"Win"
"Row357","Mirage",16,14,17,7,26,0,45,"Win"
"Row358","Dust II",10,16,18,3,22,1,43,"Lost"
"Row359","Mirage",14,16,24,8,20,5,73,"Win"
"Row360","Dust II",16,7,17,3,12,3,39,"Win"
"Row361","Dust II",16,9,17,4,19,4,44,"Lost"
"Row362","Dust II",16,12,17,5,22,1,40,"Lost"
"Row363","Dust II",16,14,20,2,21,2,45,"Win"
"Row364","Mirage",15,15,23,13,24,1,62,"Tie"
"Row365","Cobblestone",1,16,13,5,9,3,38,"Win"
"Row366","Inferno",16,13,20,3,19,0,46,"Win"
"Row367","Mirage",9,16,13,4,22,2,35,"Lost"
"Row368","Mirage",15,15,25,2,21,3,57,"Tie"
"Row369","Mirage",7,16,18,2,18,4,44,"Lost"
"Row370","Mirage",6,16,9,1,17,1,25,"Lost"
"Row371","Dust II",9,16,12,3,19,1,34,"Lost"
"Row372","Dust II",8,16,20,2,13,3,47,"Win"
"Row373","Mirage",12,16,17,4,24,1,44,"Lost"
"Row374","Dust II",9,16,14,4,16,2,36,"Win"
"Row375","Dust II",14,7,16,2,9,1,42,"Win"
"Row376","Mirage",14,16,20,9,22,2,55,"Lost"
"Row377","Mirage",12,16,21,3,18,3,58,"Win"
"Row378","Dust II",2,16,7,5,11,2,24,"Win"
